CAMPUS,DIVISION,CRN,SUBJ,CRSE,TITLE,XLST,START DATE,END DATE,LOCATION,DAYS TIME,SCHD,INST METHOD,INSTRUCTOR,CRHRS,QUOTA,ENRL,AVAIL,FTES,STATUS,TOTAL CAMPUS FTES,TOTAL DIVISION FTES,POT
Dunkirk,Continuing Education,5340,CEJR,7460,Grade D Water Treatment Cert.,,20-Oct,22-Oct,OFFC TBD,..TWR.. 08:00 AM-03:00 PM,CEC,000,STAFF,,20,,20,,A,,,E
Dunkirk,Continuing Education,5338,CEJR,7483,Grade II A,,21-Sep,2-Oct,OFFC TBD,.MTWRF. 09:00 AM-03:30 PM,CEC,000,STAFF,,20,,20,,A,,,E
Dunkirk,Continuing Education,5339,CEJR,7484,Grade II B,,21-Sep,25-Sep,OFFC TBD,.MTWRF. 08:00 AM-03:30 PM,CEC,000,STAFF,,20,,20,,A,,,E
Jamestown,*Arts/Humanities/Health Sci,3817,CERN,2510,NUR 2510 Review-NCLEX Success,,24-Aug,18-Dec,SHEL 334A,.M..... 09:30 AM-10:30 AM,TU,000,"Bablak, Debra",,60,,60,,A,,,1
Jamestown,Arts/Humanities/Social Science,3892,ANT,1510,Human Origins and Evolution,,24-Aug,18-Dec,ONLN ONLN,....... TBD-TBD,LE,002,"Bessette, Shannon",3,26,,26,,A,,,1
Jamestown,Arts/Humanities/Social Science,3893,ANT,1520,Intro to Cultural Anthropology,,24-Aug,18-Dec,HULT 203,..T.R.. 11:00 AM-12:15 PM,LE,000,"Frerichs, Jeanne",3,26,,26,,A,,,1
Jamestown,Arts/Humanities/Social Science,3894,ANT,1520,Intro to Cultural Anthropology,,24-Aug,18-Dec,ONLN ONLN,....... TBD-TBD,LE,002,"Lambert, Arnaud",3,26,,26,,A,,,1
Jamestown,Arts/Humanities/Social Science,3895,ANT,1520,Intro to Cultural Anthropology,,24-Aug,18-Dec,ONLN ONLN,....... TBD-TBD,LE,002,"Lambert, Arnaud",3,26,,26,,A,,,1
Jamestown,Arts/Humanities/Social Science,4485,ANT,1520,Intro to Cultural Anthropology,,24-Aug,18-Dec,HULT 249,.M.W... 01:30 PM-02:45 PM,LE,000,"Shoup, Glen",3,20,,20,,A,,,1
Jamestown,Arts/Humanities/Social Science,3896,ANT,1530,Anthropology of  Supernatural,252,24-Aug,18-Dec,SHEL 121,.M.W... 11:00 AM-12:15 PM,LE,006,"Scott, Chelsie",3,27,,27,,A,,,1
Jamestown,Arts/Humanities/Social Science,4486,ANT,2550,Intro. to Dis/Ability Studies,162,24-Aug,18-Dec,ONLN ONLN,....... TBD-TBD,LE,002,"Bessette, Shannon",3,13,,13,,A,,,1
Jamestown,Arts/Humanities/Social Science,5163,ANT,2590,"Sex, Sexuality, and Gender",401,24-Aug,18-Dec,HULT 204,.M.W... 01:30 PM-02:45 PM,LE,006,"Scott, Chelsie",3,26,,26,,A,,,1
Jamestown,Arts/Humanities/Social Science,4495,ART,1500,Art & Design Appreciation,,24-Aug,18-Dec,ONLN ONLN,....... TBD-TBD,LL,002,"Harvey Willms, Jaymee",3,18,,18,,A,,,1
Jamestown,Arts/Humanities/Social Science,4491,ART,1510,Drawing I,251,24-Aug,18-Dec,ARTW UP,.M.W... 03:45 PM-05:40 PM,LL,000,"Jeffery, Nathan",3,18,,18,,A,,,1
Jamestown,Arts/Humanities/Social Science,4494,ART,1510,Drawing I,,24-Aug,18-Dec,ONLN ONLN,....... TBD-TBD,LL,002,"Renko, Kelsey",3,18,,18,,A,,,1
Jamestown,Arts/Humanities/Social Science,4861,ART,1510,Drawing I,,4-Sep,20-Jan,HSNYJM MAP,....... TBD-TBD,LL,000,"Johnson, Kevin",3,50,,50,,A,,,HS1
Jamestown,Arts/Humanities/Social Science,5238,ART,1510,Drawing I,,4-Sep,14-Jun,HSNYJM CASS,....... TBD-TBD,LL,000,"Shields, Nicole",3,50,,50,,A,,,HS
Jamestown,Arts/Humanities/Social Science,5247,ART,1510,Drawing I,,4-Sep,20-Jan,HSNYJM CLY,....... TBD-TBD,LL,000,"Mayott, Cheryl",3,50,,50,,A,,,HS1
Jamestown,Arts/Humanities/Social Science,4474,ART,1530,2-D Design and Color,,24-Aug,18-Dec,ARTW UP,.M.W... 10:15 AM-12:10 PM,LL,000,"Jeffery, Nathan",3,18,,18,,A,,,1
Jamestown,Arts/Humanities/Social Science,4473,ART,1540,3-D Design/Concept/Materials,,24-Aug,18-Dec,ARTW UP,..T.R.. 10:15 AM-12:10 PM,LL,000,"Makovitch, Thomas",3,18,,18,,A,,,1
Jamestown,Arts/Humanities/Social Science,4496,ART,1550,Art in Culture I,,24-Aug,18-Dec,ONLN ONLN,....... TBD-TBD,LE,002,"Shane, Robert",3,18,,18,,A,,,1
Jamestown,Arts/Humanities/Social Science,4497,ART,1560,Art in Culture II,,24-Aug,18-Dec,ONLN ONLN,....... TBD-TBD,LE,002,"Shane, Robert",3,18,,18,,A,,,1
Jamestown,Arts/Humanities/Social Science,4488,ART,1590,Ceramics I,,24-Aug,18-Dec,ARTW DOWN,..T.R.. 03:45 PM-05:40 PM,LL,000,"Turner, Brenna",3,17,,17,,A,,,1
Jamestown,Arts/Humanities/Social Science,4697,ART,1590,Ceramics I,,4-Sep,14-Jun,HSNYJM CASS,....... TBD-TBD,LL,000,"Broadhead, Joy",3,50,,50,,A,,,HS
Jamestown,Arts/Humanities/Social Science,4743,ART,1590,Ceramics I,,4-Sep,14-Jun,HSNYJM DUN,....... TBD-TBD,LL,000,"Korzenski, Jodie",3,50,,50,,A,,,HS
Jamestown,Arts/Humanities/Social Science,4531,ART,1620,Studio Projects-Drawing I,251,24-Aug,18-Dec,ARTW UP,.M.W... 03:45 PM-05:40 PM,LL,000,"Jeffery, Nathan",3,3,,3,,A,,,1
Jamestown,Arts/Humanities/Social Science,4476,ART,1670,Photo I: Digital Photography,,24-Aug,18-Dec,ARTW DOWN,..T.R.. 01:30 PM-03:25 PM,LL,000,"Kirsch, Mark",3,18,,18,,A,,,1
Jamestown,Arts/Humanities/Social Science,5287,ART,1670,Photo I: Digital Photography,,4-Sep,20-Jan,HSNYJM SWC,....... TBD-TBD,LL,000,"Mitchener, Renee",3,50,,50,,A,,,HS1
Jamestown,Arts/Humanities/Social Science,4487,ART,1730,Graphic Design I,,24-Aug,18-Dec,ARTW DOWN,..T.R.. 03:45 PM-05:40 PM,LL,000,"Jeffery, Nathan",3,18,,18,,A,,,1
Jamestown,Arts/Humanities/Social Science,4493,ART,1730,Graphic Design I,,24-Aug,18-Dec,ONLN ONLN,....... TBD-TBD,LL,002,"Stinely, Alison",3,20,,20,,A,,,1
Jamestown,Arts/Humanities/Social Science,4698,ART,1730,Graphic Design I,,4-Sep,14-Jun,HSNYJM CASS,....... TBD-TBD,LL,000,"Broadhead, Joy",3,50,,50,,A,,,HS
Jamestown,Arts/Humanities/Social Science,4478,ART,1740,Typography and Layout,,24-Aug,18-Dec,ONLN ONLN,....... TBD-TBD,LL,002,"Bachorik, Alison",3,18,,18,,A,,,1
Jamestown,Arts/Humanities/Social Science,4475,ART,2510,Painting I,227,24-Aug,18-Dec,ARTW UP,.M.W... 01:30 PM-03:25 PM,LL,000,"Jeffery, Nathan",3,15,,15,,A,,,1
Jamestown,Arts/Humanities/Social Science,4520,ART,2621,Studio Projects-Painting I,227,24-Aug,18-Dec,ARTW UP,.M.W... 01:30 PM-03:25 PM,LL,000,"Jeffery, Nathan",1,3,,3,,A,,,1
Jamestown,Arts/Humanities/Social Science,4047,ASL,1510,Introductory Sign Language I,,24-Aug,18-Dec,SHEL 110,.M.W... 04:00 PM-05:50 PM,LL,000,"Krueger, Janelle",3,20,,20,,A,,,1
Jamestown,Arts/Humanities/Social Science,4437,ASL,1510,Introductory Sign Language I,,24-Aug,18-Dec,ONLN ZOOM,.M.W... 06:00 PM-07:55 PM,LL,001,"Haskins, Shanin",3,20,,20,,A,,,1
Jamestown,Arts/Humanities/Social Science,4252,CMM,1510,Intro to Communication,,24-Aug,18-Dec,SHEL 110,.M.W... 11:00 AM-12:15 PM,LE,000,"Sellstrom, Simone",3,24,,24,,A,,,1
Jamestown,Arts/Humanities/Social Science,4422,CMM,1510,Intro to Communication,,24-Aug,18-Dec,ONLN ONLN,....... TBD-TBD,LE,002,"Lindell, Gretchen",3,20,,20,,A,,,1
Jamestown,Arts/Humanities/Social Science,4253,CMM,1610,Public Speaking,,24-Aug,18-Dec,SHEL 110,..T.R.. 01:30 PM-02:45 PM,LE,000,"Lindell, Gretchen",3,24,,24,,A,,,1
Jamestown,Arts/Humanities/Social Science,4423,CMM,1610,Public Speaking,,24-Aug,18-Dec,ONLN ONLN,....... TBD-TBD,LE,002,"Julian, Jeffrey",3,20,,20,,A,,,1
Jamestown,Arts/Humanities/Social Science,4777,CMM,1610,Public Speaking,,4-Sep,20-Jan,HSNYJM FAL,....... TBD-TBD,LE,000,"Stowe, Rachel",3,50,,50,,A,,,HS1
Jamestown,Arts/Humanities/Social Science,4812,CMM,1610,Public Speaking,,4-Sep,20-Jan,HSNYJM FRW,....... TBD-TBD,LE,000,"Burns, Lisa",3,50,,50,,A,,,HS1
Jamestown,Arts/Humanities/Social Science,4865,CMM,1610,Public Speaking,,4-Sep,14-Jun,HSNYJM MAP,....... TBD-TBD,LE,000,"Abbey, Cara",3,50,,50,,A,,,HS
Jamestown,Arts/Humanities/Social Science,4884,CMM,1610,Public Speaking,,4-Sep,14-Jun,HSNYJM PIN,....... TBD-TBD,LE,000,"Szumigala, Jill",3,50,,50,,A,,,HS
Jamestown,Arts/Humanities/Social Science,4928,CMM,1610,Public Speaking,,4-Sep,20-Jan,HSNYJM SIL,....... TBD-TBD,LE,000,"Laurenzi, Carolyn",3,50,,50,,A,,,HS1
Jamestown,Arts/Humanities/Social Science,4956,CMM,1610,Public Speaking,,4-Sep,14-Jun,HSNYJM WES,....... TBD-TBD,LE,000,"Wilson, Laura",3,50,,50,,A,,,HS
Jamestown,Arts/Humanities/Social Science,5024,CMM,1610,Public Speaking,,4-Sep,20-Jan,HSNYJM JHS,....... TBD-TBD,LE,000,"Rowe-Baehr, Elizabeth",3,50,,50,,A,,,HS1
Jamestown,Arts/Humanities/Social Science,5249,CMM,1610,Public Speaking,,4-Sep,20-Jan,HSNYJM CLY,....... TBD-TBD,LE,000,"Bonetti, Alexis",3,50,,50,,A,,,HS1
Jamestown,Arts/Humanities/Social Science,5313,CMM,1610,Public Speaking,,4-Sep,20-Jan,HSNYJM PAN,....... TBD-TBD,LE,000,"Keefe, Helen",3,50,,50,,A,,,HS1
Jamestown,Arts/Humanities/Social Science,5350,CMM,1610,Public Speaking,,4-Sep,20-Jan,HSNYJM RAN,....... TBD-TBD,LE,000,"Perison, Christina",3,50,,50,,A,,,HS1
Jamestown,Arts/Humanities/Social Science,5193,CMM,1700,Intro to Social Media Mrktng,,29-Sep,18-Dec,SHEL 124,.M.W... 01:30 PM-02:45 PM,LE,004,"Lindell, Gretchen",3,20,,20,,A,,,6
Jamestown,Arts/Humanities/Social Science,4263,CMM,1750,Rhetoric of Vision and Sound,,24-Aug,18-Dec,SHEL 110,..T.R.. 11:00 AM-12:15 PM,LE,000,"Sellstrom, Simone",3,24,,24,,A,,,1
Jamestown,Arts/Humanities/Social Science,4424,CMM,2500,Interpersonal Communication,,24-Aug,18-Dec,ONLN ONLN,....... TBD-TBD,LE,002,"Sellstrom, Simone",3,20,,20,,A,,,1
Jamestown,Arts/Humanities/Social Science,4269,CMM,2530,Media Writing,,24-Aug,18-Dec,SHEL 110,..T.R.. 09:30 AM-10:45 AM,LE,000,"Sellstrom, Simone",3,24,,24,,A,,,1
Jamestown,Arts/Humanities/Social Science,4467,CMM,2560,Com/Media Arts/Internship I,,TBD,TBD,TBD TBD,....... TBD-TBD,IN,000,STAFF,1,,,,,A,,,1
Jamestown,Arts/Humanities/Social Science,4468,CMM,2561,Com/Media Arts/Internship II,,TBD,TBD,TBD TBD,....... TBD-TBD,IN,000,STAFF,2,,,,,A,,,1
Jamestown,Arts/Humanities/Social Science,4469,CMM,2562,Com/Media Arts/Internship III,,TBD,TBD,TBD TBD,....... TBD-TBD,IN,000,STAFF,1,,,,,A,,,1
Jamestown,Arts/Humanities/Social Science,4470,CMM,2563,Com/Media Arts/Internship IV,,TBD,TBD,TBD TBD,....... TBD-TBD,IN,000,STAFF,1,,,,,A,,,1
Jamestown,Arts/Humanities/Social Science,4471,CMM,2564,Com/Media Arts/Internship V,,TBD,TBD,TBD TBD,....... TBD-TBD,IN,000,STAFF,2,,,,,A,,,1
Jamestown,Arts/Humanities/Social Science,4472,CMM,2565,Com/Media Arts/Internship VI,,TBD,TBD,TBD TBD,....... TBD-TBD,IN,000,STAFF,1,,,,,A,,,1
Jamestown,Arts/Humanities/Social Science,4564,CMM,7021,Communication for Law Enforcem,,24-Aug,18-Dec,CARN TBD,....... TBD-TBD,LE,000,"Sellstrom, Simone",1,22,,22,,A,,,1
Jamestown,Arts/Humanities/Social Science,4052,ENG,0410,Develop Reading Versatility,,24-Aug,18-Dec,SHEL 224,.M.W... 11:00 AM-12:15 PM,LE,000,"March, Justin",3,24,,24,,A,,,1
Jamestown,Arts/Humanities/Social Science,4053,ENG,0410,Develop Reading Versatility,,24-Aug,18-Dec,SHEL 224,..T.R.. 09:30 AM-10:45 AM,LE,000,"March, Justin",3,24,,24,,A,,,1
Jamestown,Arts/Humanities/Social Science,4525,ENG,0410,Develop Reading Versatility,231,24-Aug,18-Dec,ONLN ZOOM,..T.... 09:30 AM-10:45 AM,LE,003,"Funke, Renee",3,24,,24,,A,,,1
Jamestown,Arts/Humanities/Social Science,4982,ENG,0410,Develop Reading Versatility,,24-Aug,18-Dec,ONLN ZOOM,..T.... 06:00 PM-07:15 PM,LE,003,"March, Justin",3,24,,24,,A,,,1
Jamestown,Arts/Humanities/Social Science,5335,ENG,0410,Develop Reading Versatility,,24-Aug,18-Dec,ONLN ONLN,....... TBD-TBD,LE,002,"March, Justin",3,20,,20,,A,,,1
Jamestown,Arts/Humanities/Social Science,4065,ENG,0500,Composition I Workshop,,24-Aug,18-Dec,SHEL 225,.M.W... 11:00 AM-11:50 AM,LE,000,"Reeher, Jennifer",2,12,,12,,A,,,1
Jamestown,Arts/Humanities/Social Science,4066,ENG,0500,Composition I Workshop,,24-Aug,18-Dec,SHEL 225,.M.W... 02:55 PM-03:45 PM,LE,000,"Munde, Christopher",2,12,,12,,A,,,1
Jamestown,Arts/Humanities/Social Science,4070,ENG,0500,Composition I Workshop,,24-Aug,18-Dec,SHEL 225,..T.R.. 02:55 PM-03:45 PM,LE,000,"Stein, Johnny",2,12,,12,,A,,,1
Jamestown,Arts/Humanities/Social Science,4343,ENG,0500,Composition I Workshop,,24-Aug,18-Dec,ONLN ZOOM,.M..... 06:00 PM-06:50 PM,LE,003,"Kenyon, Meredith",2,12,,12,,A,,,1
Jamestown,Arts/Humanities/Social Science,4346,ENG,0500,Composition I Workshop,,24-Aug,18-Dec,ONLN ONLN,....... TBD-TBD,LE,002,"Weyant, Karen",2,10,,10,,A,,,1
Jamestown,Arts/Humanities/Social Science,4624,ENG,0500,Composition I Workshop,,24-Aug,18-Dec,ONLN ONLN,....... TBD-TBD,LE,002,"Weyant, Karen",2,10,,10,,A,,,1
Jamestown,Arts/Humanities/Social Science,5304,ENG,0500,Composition I Workshop,,24-Aug,18-Dec,ONLN ONLN,....... TBD-TBD,LE,002,"Knowles, Victoria",2,12,,12,,A,,,1
Jamestown,Arts/Humanities/Social Science,5325,ENG,0500,Composition I Workshop,,24-Aug,18-Dec,ONLN ONLN,....... TBD-TBD,LE,002,"Classon, Lynn",2,10,,10,,A,,,1
Jamestown,Arts/Humanities/Social Science,5327,ENG,0500,Composition I Workshop,,24-Aug,18-Dec,SHEL 221,.M.W... 11:00 AM-11:50 AM,LE,000,"Griffin, Jonathan",2,12,,12,,A,,,1
Jamestown,Arts/Humanities/Social Science,5328,ENG,0500,Composition I Workshop,,24-Aug,18-Dec,SHEL 221,..T.R.. 02:55 PM-03:45 PM,LE,000,"Griswold, Nancy",2,10,,10,,A,,,1
Jamestown,Arts/Humanities/Social Science,4056,ENG,1510,English Composition I,,24-Aug,18-Dec,SHEL 220,.M.W... 08:00 AM-09:15 AM,LE,000,"Higgins, Gilbert",3,24,,24,,A,,,1
Jamestown,Arts/Humanities/Social Science,4057,ENG,1510,English Composition I,,24-Aug,18-Dec,SHEL 220,.M.W... 09:30 AM-10:45 AM,LE,000,"Higgins, Gilbert",3,24,,24,,A,,,1
Jamestown,Arts/Humanities/Social Science,4058,ENG,1510,English Composition I,,24-Aug,18-Dec,SHEL 220,.M.W... 11:00 AM-12:15 PM,LE,000,"Weyant, Karen",3,24,,24,,A,,,1
Jamestown,Arts/Humanities/Social Science,4060,ENG,1510,English Composition I,,24-Aug,18-Dec,SHEL 220,..T.R.. 08:00 AM-09:15 AM,LE,000,"Higgins, Gilbert",3,24,,24,,A,,,1
Jamestown,Arts/Humanities/Social Science,4062,ENG,1510,English Composition I,,24-Aug,18-Dec,SHEL 221,..T.R.. 11:00 AM-12:15 PM,LE,000,"Griswold, Nancy",3,24,,24,,A,,,1
Jamestown,Arts/Humanities/Social Science,4063,ENG,1510,English Composition I,205,24-Aug,18-Dec,SHEL 221,.M.W... 09:30 AM-10:45 AM,LE,000,"Reeher, Jennifer",3,12,,12,,A,,,1
Jamestown,Arts/Humanities/Social Science,4064,ENG,1510,English Comp I (coreq 4065),205,24-Aug,18-Dec,SHEL 221,.M.W... 09:30 AM-10:45 AM,LE,000,"Reeher, Jennifer",3,12,,12,,A,,,1
Jamestown,Arts/Humanities/Social Science,4067,ENG,1510,English Composition I,206,24-Aug,18-Dec,SHEL 224,.M.W... 01:30 PM-02:45 PM,LE,000,"Munde, Christopher",3,12,,12,,A,,,1
Jamestown,Arts/Humanities/Social Science,4068,ENG,1510,English Comp I (coreq 4066),206,24-Aug,18-Dec,SHEL 224,.M.W... 01:30 PM-02:45 PM,LE,000,"Munde, Christopher",3,12,,12,,A,,,1
Jamestown,Arts/Humanities/Social Science,4071,ENG,1510,English Composition I,207,24-Aug,18-Dec,SHEL 220,..T.R.. 01:30 PM-02:45 PM,LE,000,"Stein, Johnny",3,12,,12,,A,,,1
Jamestown,Arts/Humanities/Social Science,4072,ENG,1510,English Comp I (coreq 4070),207,24-Aug,18-Dec,SHEL 220,..T.R.. 01:30 PM-02:45 PM,LE,000,"Stein, Johnny",3,12,,12,,A,,,1
Jamestown,Arts/Humanities/Social Science,4344,ENG,1510,English Composition I,224,24-Aug,18-Dec,ONLN ZOOM,.M..... 04:30 PM-05:45 PM,LE,003,"Kenyon, Meredith",3,12,,12,,A,,,1
Jamestown,Arts/Humanities/Social Science,4345,ENG,1510,English Comp I (coreq 4343),224,24-Aug,18-Dec,ONLN ZOOM,.M..... 04:30 PM-05:45 PM,LE,003,"Kenyon, Meredith",3,12,,12,,A,,,1
Jamestown,Arts/Humanities/Social Science,4347,ENG,1510,English Composition I,226,24-Aug,18-Dec,ONLN ONLN,....... TBD-TBD,LE,002,"Weyant, Karen",3,10,,10,,A,,,1
Jamestown,Arts/Humanities/Social Science,4348,ENG,1510,English Comp I (coreq 4346),226,24-Aug,18-Dec,ONLN ONLN,....... TBD-TBD,LE,002,"Weyant, Karen",3,10,,10,,A,,,1
Jamestown,Arts/Humanities/Social Science,4363,ENG,1510,English Composition I,,24-Aug,18-Dec,ONLN ONLN,....... TBD-TBD,LE,002,"Higgins, Gilbert",3,20,,20,,A,,,1
Jamestown,Arts/Humanities/Social Science,4364,ENG,1510,English Composition I,,24-Aug,18-Dec,ONLN ONLN,....... TBD-TBD,LE,002,"Keating, John",3,20,,20,,A,,,1
Jamestown,Arts/Humanities/Social Science,4365,ENG,1510,English Composition I,,24-Aug,18-Dec,ONLN ONLN,....... TBD-TBD,LE,002,"Reeher, Jennifer",3,20,,20,,A,,,1
Jamestown,Arts/Humanities/Social Science,4366,ENG,1510,English Composition I,,24-Aug,18-Dec,ONLN ONLN,....... TBD-TBD,LE,002,"Turner, Matthew",3,20,,20,,A,,,1
Jamestown,Arts/Humanities/Social Science,4367,ENG,1510,English Composition I,,24-Aug,18-Dec,ONLN ONLN,....... TBD-TBD,LE,002,"Classon, Lynn",3,20,,20,,A,,,1
Jamestown,Arts/Humanities/Social Science,4519,ENG,1510,English Composition I,,24-Aug,18-Dec,HULT 212,..T.R.. 09:30 AM-10:45 AM,LE,000,"Knowles, Victoria",3,24,,24,,A,,,1
Jamestown,Arts/Humanities/Social Science,4532,ENG,1510,English Composition I,,4-Sep,20-Jan,HSNYJM CLY,....... TBD-TBD,ITV,001,"Palmatier, Nicole",3,50,,50,,A,,,HS1
Jamestown,Arts/Humanities/Social Science,4618,ENG,1510,English Composition I,,24-Aug,18-Dec,ONLN ONLN,....... TBD-TBD,LE,002,"Stein, Johnny",3,,,,,A,,,1
Jamestown,Arts/Humanities/Social Science,4625,ENG,1510,English Composition I,256,24-Aug,18-Dec,ONLN ONLN,....... TBD-TBD,LE,002,"Weyant, Karen",3,10,,10,,A,,,1
Jamestown,Arts/Humanities/Social Science,4626,ENG,1510,English Comp I (coreq 4624),256,24-Aug,18-Dec,ONLN ONLN,....... TBD-TBD,LE,002,"Weyant, Karen",3,10,,10,,A,,,1
Jamestown,Arts/Humanities/Social Science,4653,ENG,1510,English Composition I,,4-Sep,14-Jun,HSNYJM PTECH,....... TBD-TBD,LE,000,"Tracy, Jason",3,50,,50,,A,,,HS
Jamestown,Arts/Humanities/Social Science,4688,ENG,1510,English Composition I,,4-Sep,20-Jan,HSNYJM BRC,....... TBD-TBD,LE,000,"Carr, Rosanne",3,50,,50,,A,,,HS1
Jamestown,Arts/Humanities/Social Science,4717,ENG,1510,English Composition I,,4-Sep,20-Jan,HSNYJM CHA,....... TBD-TBD,LE,000,"Muller, Gwen",3,50,,50,,A,,,HS1
Jamestown,Arts/Humanities/Social Science,4751,ENG,1510,English Composition I,,4-Sep,20-Jan,HSNYJM DUN,....... TBD-TBD,LE,000,"Corbett, Amy",3,50,,50,,A,,,HS1
Jamestown,Arts/Humanities/Social Science,4778,ENG,1510,English Composition I,,4-Sep,14-Jun,HSNYJM FAL,....... TBD-TBD,LE,000,"Stowe, Rachel",3,50,,50,,A,,,HS
Jamestown,Arts/Humanities/Social Science,4779,ENG,1510,English Composition I,,4-Sep,14-Jun,HSNYJM FAL,....... TBD-TBD,LE,000,"Stowe, Rachel",3,50,,50,,A,,,HS
Jamestown,Arts/Humanities/Social Science,4798,ENG,1510,English Composition I,,4-Sep,14-Jun,HSNYJM FRE,....... TBD-TBD,LE,000,"Reinhardt, Lisa",3,50,,50,,A,,,HS
Jamestown,Arts/Humanities/Social Science,4805,ENG,1510,English Composition I,,24-Aug,18-Dec,ONLN ONLN,....... TBD-TBD,LE,002,"Turner, Matthew",3,20,,20,,A,,,1
Jamestown,Arts/Humanities/Social Science,4808,ENG,1510,English Composition I,,4-Sep,14-Jun,HSNYJM FRE,....... TBD-TBD,LE,000,"Reinhardt, Lisa",3,50,,50,,A,,,HS
Jamestown,Arts/Humanities/Social Science,4814,ENG,1510,English Composition I,,4-Sep,14-Jun,HSNYJM FRW,....... TBD-TBD,LE,000,"Marzec, Lindsay",3,50,,50,,A,,,HS
Jamestown,Arts/Humanities/Social Science,4837,ENG,1510,English Composition I,,4-Sep,20-Jan,HSNYJM JHS,....... TBD-TBD,LE,000,"Drake, Julie",3,60,,60,,A,,,HS1
Jamestown,Arts/Humanities/Social Science,4838,ENG,1510,English Composition I,,4-Sep,20-Jan,HSNYJM JHS,....... TBD-TBD,LE,000,"Drake, Julie",3,50,,50,,A,,,HS1
Jamestown,Arts/Humanities/Social Science,4839,ENG,1510,English Composition I,,4-Sep,20-Jan,HSNYJM JHS,....... TBD-TBD,LE,000,"Roehmholdt, David",3,50,,50,,A,,,HS1
Jamestown,Arts/Humanities/Social Science,4840,ENG,1510,English Composition I,,4-Sep,20-Jan,HSNYJM JHS,....... TBD-TBD,LE,000,"Roehmholdt, David",3,50,,50,,A,,,HS1
Jamestown,Arts/Humanities/Social Science,4866,ENG,1510,English Composition I,,4-Sep,14-Jun,HSNYJM MAP,....... TBD-TBD,LE,000,"Hewitt, Jennifer",3,50,,50,,A,,,HS
Jamestown,Arts/Humanities/Social Science,4875,ENG,1510,English Composition I,,4-Sep,14-Jun,HSNYJM PAN,....... TBD-TBD,LE,000,"Becker, David",3,50,,50,,A,,,HS
Jamestown,Arts/Humanities/Social Science,4885,ENG,1510,English Composition I,,4-Sep,20-Jan,HSNYJM PIN,....... TBD-TBD,LE,000,"Szumigala, Jill",3,50,,50,,A,,,HS1
Jamestown,Arts/Humanities/Social Science,4919,ENG,1510,English Composition I,,4-Sep,14-Jun,HSNYJM SHE,....... TBD-TBD,LE,000,"Palmatier, Nicole",3,50,,50,,A,,,HS
Jamestown,Arts/Humanities/Social Science,4932,ENG,1510,English Composition I,,4-Sep,20-Jan,HSNYJM SWC,....... TBD-TBD,LE,000,"Eimiller, Junie",3,50,,50,,A,,,HS1
Jamestown,Arts/Humanities/Social Science,4957,ENG,1510,English Composition I,,4-Sep,14-Jun,HSNYJM WES,....... TBD-TBD,LE,000,"Wilson, Laura",3,50,,50,,A,,,HS
Jamestown,Arts/Humanities/Social Science,4958,ENG,1510,English Composition I,,4-Sep,14-Jun,HSNYJM WES,....... TBD-TBD,LE,000,"Wilson, Laura",3,50,,50,,A,,,HS
Jamestown,Arts/Humanities/Social Science,5035,ENG,1510,English Composition I,,4-Sep,14-Jun,HSNYJM FRW,....... TBD-TBD,LE,000,"Ruhlman, Sandra",3,50,,50,,A,,,HS
Jamestown,Arts/Humanities/Social Science,5080,ENG,1510,English Composition I,,4-Sep,14-Jun,HSNYJM DUN,....... TBD-TBD,LE,000,"Larivey, Megan",3,50,,50,,A,,,HS
Jamestown,Arts/Humanities/Social Science,5241,ENG,1510,English Composition I,,4-Sep,14-Jun,HSNYJM CASS,....... TBD-TBD,LE,000,"Katilus, Brianne",3,50,,50,,A,,,HS
Jamestown,Arts/Humanities/Social Science,5255,ENG,1510,English Composition I,,4-Sep,14-Jun,HSNYJM DUN,....... TBD-TBD,LE,000,"Larivey, Megan",3,50,,50,,A,,,HS
Jamestown,Arts/Humanities/Social Science,5303,ENG,1510,English Comp I (coreq 5304),615,24-Aug,18-Dec,ONLN ONLN,....... TBD-TBD,LE,002,"Knowles, Victoria",3,10,,10,,A,,,1
Jamestown,Arts/Humanities/Social Science,5305,ENG,1510,English Composition I,615,24-Aug,18-Dec,ONLN ONLN,....... TBD-TBD,LE,002,"Knowles, Victoria",3,10,,10,,A,,,1
Jamestown,Arts/Humanities/Social Science,5317,ENG,1510,English Comp I (coreq 5325),85,24-Aug,18-Dec,ONLN ONLN,....... TBD-TBD,LE,002,"Classon, Lynn",3,10,,10,,A,,,1
Jamestown,Arts/Humanities/Social Science,5324,ENG,1510,English Composition I,85,24-Aug,18-Dec,ONLN ONLN,....... TBD-TBD,LE,002,"Classon, Lynn",3,10,,10,,A,,,1
Jamestown,Arts/Humanities/Social Science,5326,ENG,1510,English Comp I (coreq 5327),86,24-Aug,18-Dec,SHEL 225,.M.W... 09:30 AM-10:45 AM,LE,000,"Griffin, Jonathan",3,12,,12,,A,,,1
Jamestown,Arts/Humanities/Social Science,5329,ENG,1510,English Comp I (coreq 5328),87,24-Aug,18-Dec,SHEL 221,..T.R.. 01:30 PM-02:45 PM,LE,000,"Griswold, Nancy",3,12,,12,,A,,,1
Jamestown,Arts/Humanities/Social Science,5330,ENG,1510,English Composition I,86,24-Aug,18-Dec,SHEL 225,.M.W... 09:30 AM-10:45 AM,LE,000,"Griffin, Jonathan",3,12,,12,,A,,,1
