CAMPUS,DIVISION,CRN,SUBJ,CRSE,TITLE,XLST,START DATE,END DATE,LOCATION,DAYS TIME,SCHD,INST METHOD,INSTRUCTOR,CRHRS,QUOTA,ENRL,AVAIL,FTES,STATUS,TOTAL CAMPUS FTES,TOTAL DIVISION FTES,POT
Jamestown,Science/Tech/Engineer/Math,4656,MCT,1240,Engineering Drawing w/AutoCAD,,4-Sep,14-Jun,HSNYJM PTECH,....... TBD-TBD,LE,000,"Anson, Nicholas",4,50,,50,,A,,,HS
Jamestown,Science/Tech/Engineer/Math,4854,MCT,1240,Engineering Drawing w/AutoCAD,,4-Sep,20-Jan,HSNYJM JHS,....... TBD-TBD,LE,000,"Damcott, Daryl",4,50,,50,,A,,,HS1
Jamestown,Science/Tech/Engineer/Math,4923,MCT,1240,Engineering Drawing w/AutoCAD,,4-Sep,14-Jun,HSNYJM SHE,....... TBD-TBD,LE,000,"Tanski, Alan",4,50,,50,,A,,,HS
Jamestown,Science/Tech/Engineer/Math,5263,MCT,1240,Engineering Drawing w/AutoCAD,,4-Sep,20-Jan,HSNYJM FAL,....... TBD-TBD,LE,000,"Garner, Edward",4,50,,50,,A,,,HS1
Jamestown,Science/Tech/Engineer/Math,4232,MCT,1250,Statics for Technology,326,24-Aug,18-Dec,JMTI 125,..T.R.. 08:00 AM-09:15 AM,LE,000,"Piazza, Timothy",3,16,,16,,A,,,1
Jamestown,Science/Tech/Engineer/Math,4195,MCT,1270,Machine Theory and Operations,,24-Aug,18-Dec,JMTI 113,...W... 01:30 PM-05:15 PM,LL,000,"Spess, Joseph",3,16,,16,,A,,,1
Jamestown,Science/Tech/Engineer/Math,4657,MCT,1270,Machine Theory and Operations,,4-Sep,14-Jun,HSNYJM PTECH,....... TBD-TBD,LL,000,"Anson, Nicholas",3,50,,50,,A,,,HS
Jamestown,Science/Tech/Engineer/Math,5294,MCT,1270,Machine Theory and Operations,,24-Aug,18-Dec,JMTI 113,...W... 04:30 PM-08:15 PM,LL,000,"Heinrich, James",3,16,,16,,A,,,1
Jamestown,Science/Tech/Engineer/Math,4196,MCT,1310,Industrial Safety & Quality,,24-Aug,4-Nov,ONLN ONLN,....... TBD-TBD,LE,002,"Griffin, Timothy",2,24,,24,,A,,,5
Jamestown,Science/Tech/Engineer/Math,4197,MCT,1320,Production Processes & Mainten,,29-Sep,18-Dec,ONLN ONLN,....... TBD-TBD,LE,002,"Griffin, Timothy",2,24,,24,,A,,,6
Jamestown,Science/Tech/Engineer/Math,4234,MCT,1380,Introduction to Solid Modeling,,24-Aug,18-Dec,JMTI 132,..T.R.. 02:40 PM-03:50 PM,LE,000,"Spess, Joseph",3,24,,24,,A,,,1
Jamestown,Science/Tech/Engineer/Math,4658,MCT,1380,Introduction to Solid Modeling,,4-Sep,14-Jun,HSNYJM PTECH,....... TBD-TBD,LE,000,"Anson, Nicholas",3,50,,50,,A,,,HS
Jamestown,Science/Tech/Engineer/Math,4924,MCT,1380,Introduction to Solid Modeling,,4-Sep,14-Jun,HSNYJM SHE,....... TBD-TBD,LE,000,"Tanski, Alan",3,50,,50,,A,,,HS
Jamestown,Science/Tech/Engineer/Math,4200,MCT,2210,Mechanical Drives,,24-Aug,18-Dec,JMTI 125,...W... 08:30 AM-12:15 PM,LL,000,"Spess, Joseph",3,16,,16,,A,,,1
Jamestown,Science/Tech/Engineer/Math,4201,MCT,2270,Mechanics of Energy Systems,,24-Aug,18-Dec,SHEL 135,.M.W... 03:00 PM-04:15 PM,LR,000,"Piazza, Timothy",4,16,,16,,A,,,1
Jamestown,Science/Tech/Engineer/Math,4202,MCT,2270,Mechanics of Energy Sys - Lab,,24-Aug,18-Dec,SHEL 135,.....F. 08:30 AM-11:00 AM,LA,000,"Piazza, Timothy",,16,,16,,A,,,1
Jamestown,Science/Tech/Engineer/Math,4204,MCT,2300,Machine Tool Tech. III,,24-Aug,18-Dec,JMTI 125,.....F. 09:00 AM-09:50 AM,LR,000,"Heinrich, James",3,16,,16,,A,,,1
Jamestown,Science/Tech/Engineer/Math,4205,MCT,2300,Machine Tool Tech. III - Lab,,24-Aug,18-Dec,JMTI 125,.....F. 10:00 AM-03:30 PM,LA,000,"Heinrich, James",,16,,16,,A,,,1
Jamestown,Science/Tech/Engineer/Math,4206,MCT,2340,Dimensional Metrology,,24-Aug,18-Dec,JMTI 121B,....R.. 10:00 AM-12:45 PM,LL,000,"Heinrich, James",2,16,,16,,A,,,1
Jamestown,Science/Tech/Engineer/Math,4659,MCT,2380,Advanced Solid Modeling,,4-Sep,14-Jun,HSNYJM PTECH,....... TBD-TBD,LE,000,"Anson, Nicholas",3,50,,50,,A,,,HS
Jamestown,Science/Tech/Engineer/Math,4148,PHY,1500,Foundational Physics,,24-Aug,18-Dec,SHEL 135,..T.R.. 01:30 PM-02:45 PM,LR,000,"Nowling, Sean",4,24,,24,,A,,,1
Jamestown,Science/Tech/Engineer/Math,4149,PHY,1500,Foundational Physics - Lab,,24-Aug,18-Dec,SHEL 135,..T.R.. 03:00 PM-04:15 PM,LA,000,"Nowling, Sean",,24,,24,,A,,,1
Jamestown,Science/Tech/Engineer/Math,4801,PHY,1500,Foundational Physics,,4-Sep,14-Jun,HSNYJM FRE,....... TBD-TBD,LA,000,"Bittenger, Daniel",4,50,,50,,A,,,HS
Jamestown,Science/Tech/Engineer/Math,4820,PHY,1500,Foundational Physics,,4-Sep,14-Jun,HSNYJM FRW,....... TBD-TBD,LA,000,"Terrill, Michele",4,50,,50,,A,,,HS
Jamestown,Science/Tech/Engineer/Math,4948,PHY,1500,Foundational Physics,,4-Sep,20-Jan,HSNYJM SWC,....... TBD-TBD,LA,000,"Pagett, Jefferson",4,50,,50,,A,,,HS1
Jamestown,Science/Tech/Engineer/Math,4152,PHY,1610,General Physics  I,,24-Aug,18-Dec,SHEL 133,..T.R.. 09:30 AM-10:45 AM,LR,000,"Nowling, Sean",4,24,,24,,A,,,1
Jamestown,Science/Tech/Engineer/Math,4153,PHY,1610,General Physics  I - Lab,,24-Aug,18-Dec,SHEL 133,..T.R.. 11:00 AM-12:15 PM,LA,000,"Nowling, Sean",,24,,24,,A,,,1
Jamestown,Science/Tech/Engineer/Math,4857,PHY,1610,General Physics  I,,4-Sep,20-Jan,HSNYJM JHS,....... TBD-TBD,LL,000,"Propheter, Steven",4,50,,50,,A,,,HS1
Jamestown,Science/Tech/Engineer/Math,4941,PHY,1610,General Physics  I,,4-Sep,14-Jun,HSNYJM SWC,....... TBD-TBD,LL,000,"Pagett, Jefferson",4,50,,50,,A,,,HS
Jamestown,Science/Tech/Engineer/Math,4154,PHY,2510,Thermodynamics,322,24-Aug,18-Dec,SHEL 133,.M.W.F. 09:30 AM-10:20 AM,LR,000,"Nowling, Sean",4,24,,24,,A,,,1
Jamestown,Science/Tech/Engineer/Math,4155,PHY,2510,Thermodynamics - Lab,323,24-Aug,18-Dec,SHEL 133,.M.W.F. 10:30 AM-11:20 AM,LA,000,"Nowling, Sean",,24,,24,,A,,,1
Jamestown,Science/Tech/Engineer/Math,4156,WLD,1200,Safety and Cutting Processes,,24-Aug,4-Nov,JMTI 113,.M.W... 08:00 AM-12:00 PM,LL,000,"Kleinfelder, John",3,15,,15,,A,,,5
Jamestown,Science/Tech/Engineer/Math,4660,WLD,1200,Safety and Cutting Processes,,4-Sep,14-Jun,HSNYJM PTECH,....... TBD-TBD,LL,000,"Bryant, Jeremy",3,50,,50,,A,,,HS
Jamestown,Science/Tech/Engineer/Math,4724,WLD,1200,Safety and Cutting Processes,,4-Sep,20-Jan,HSNYJM CHA,....... TBD-TBD,LL,000,"McCray, Daniel",3,50,,50,,A,,,HS1
Jamestown,Science/Tech/Engineer/Math,4859,WLD,1200,Safety and Cutting Processes,,4-Sep,20-Jan,HSNYJM JHS,....... TBD-TBD,LL,000,"Jewell, Christopher",3,50,,50,,A,,,HS1
Jamestown,Science/Tech/Engineer/Math,4873,WLD,1200,Safety and Cutting Processes,,4-Sep,20-Jan,HSNYJM MAP,....... TBD-TBD,LL,000,"Hanley, Matthew",3,50,,50,,A,,,HS1
Jamestown,Science/Tech/Engineer/Math,4889,WLD,1200,Safety and Cutting Processes,,4-Sep,14-Jun,HSNYJM PIN,....... TBD-TBD,LL,000,"Habermehl, Isaac",3,50,,50,,A,,,HS
Jamestown,Science/Tech/Engineer/Math,5278,WLD,1200,Safety and Cutting Processes,,4-Sep,14-Jun,HSNYJM SHE,....... TBD-TBD,LL,000,"Tanski, Alan",3,50,,50,,A,,,HS
Jamestown,Science/Tech/Engineer/Math,4158,WLD,1350,Shielded Metal Arc Welding,,24-Aug,4-Nov,JMTI 121A,..T.R.. 08:00 AM-12:00 PM,LL,000,"Harkness, Brent",3,15,,15,,A,,,5
Jamestown,Science/Tech/Engineer/Math,4159,WLD,1350,Shielded Metal Arc Welding,,29-Sep,18-Dec,JMTI 113,.M.W... 08:00 AM-12:00 PM,LL,000,"Kleinfelder, John",3,15,,15,,A,,,6
Jamestown,Science/Tech/Engineer/Math,4661,WLD,1350,Shielded Metal Arc Welding,,4-Sep,14-Jun,HSNYJM PTECH,....... TBD-TBD,LL,000,"Bryant, Jeremy",3,50,,50,,A,,,HS
Jamestown,Science/Tech/Engineer/Math,4890,WLD,1350,Shielded Metal Arc Welding,,4-Sep,20-Jan,HSNYJM PIN,....... TBD-TBD,LL,000,"Habermehl, Isaac",3,50,,50,,A,,,HS1
Jamestown,Science/Tech/Engineer/Math,4161,WLD,1360,Gas Metal Arc Welding,,24-Aug,4-Nov,JMTI 113,..T.R.. 04:00 PM-08:00 PM,LL,000,"Youngberg, Jacob",3,15,,15,,A,,,5
Jamestown,Science/Tech/Engineer/Math,4662,WLD,1360,Gas Metal Arc Welding,,4-Sep,20-Jan,HSNYJM PTECH,....... TBD-TBD,LL,000,"Bryant, Jeremy",3,50,,50,,A,,,HS1
Jamestown,Science/Tech/Engineer/Math,4725,WLD,1360,Gas Metal Arc Welding,,4-Sep,20-Jan,HSNYJM CHA,....... TBD-TBD,LL,000,"McCray, Daniel",3,50,,50,,A,,,HS1
Jamestown,Science/Tech/Engineer/Math,4163,WLD,1370,Gas Tungsten Arc Welding,,24-Aug,4-Nov,JMTI 121B,.M.W... 04:00 PM-08:00 PM,LL,000,"Greene, Morgan",3,15,,15,,A,,,5
Jamestown,Science/Tech/Engineer/Math,5108,WLD,2250,Adv Shielded Metal Arc Welding,,29-Sep,18-Dec,JMTI 125,.M.W... 01:00 PM-05:00 PM,LL,000,"Harkness, Brent",3,15,,15,,A,,,6
Jamestown,Science/Tech/Engineer/Math,4166,WLD,2260,Adv Gas Metal Arc Welding,,29-Sep,18-Dec,JMTI 121A,..T.R.. 08:00 AM-12:00 PM,LL,000,"Witherow, Eric",3,15,,15,,A,,,6
Jamestown,Science/Tech/Engineer/Math,4164,WLD,2270,Adv Gas Tungsten Arc Welding,,29-Sep,18-Dec,JMTI 121A,..T.R.. 04:00 PM-08:00 PM,LL,000,"Pecoraro, Thomas",3,15,,15,,A,,,6
Jamestown,Science/Tech/Engineer/Math,4167,WLD,2360,Alternate Processes,,24-Aug,4-Nov,JMTI 121A,.M.W.F. 09:20 AM-11:20 AM,LL,000,"Harkness, Brent",3,15,,15,,A,,,5
Jamestown,Science/Tech/Engineer/Math,4168,WLD,2370,Metallurgy,,24-Aug,18-Dec,JMTI 121A,.M.W.F. 08:00 AM-09:15 AM,LE,000,"Harkness, Brent",3,15,,15,,A,,,1
Jamestown,Student Affairs,4371,HUM,1320,Growth & Goal Setting,,5-Nov,18-Dec,ONLN ONLN,....... TBD-TBD,LE,002,"Shaw, Dianna",1,25,,25,,A,,,4
Jamestown,Student Affairs,4368,HUM,1550,Life/Career Planning,,29-Sep,18-Dec,ONLN ONLN,....... TBD-TBD,LE,002,"Spinuzza, Tracey",2,25,,25,,A,,,6
Jamestown,Student Affairs,4370,HUM,1550,Life/Career Planning,,29-Sep,18-Dec,ONLN ONLN,....... TBD-TBD,LE,002,"Olson, Kristin",2,25,,25,,A,,,6
Olean,*Arts/Humanities/Health Sci,3826,CERN,2510,NUR 2510 Review-NCLEX Success,,24-Aug,18-Dec,AHSC 107,..T.... 09:00 AM-10:00 AM,TU,000,"Visbisky, Jennifer",,60,,60,,A,,,1
Olean,Arts/Humanities/Social Science,4498,ANT,1520,Intro to Cultural Anthropology,,24-Aug,18-Dec,TECH 311,..T.R.. 11:00 AM-12:15 PM,LE,000,"Scott, Chelsie",3,26,,26,,A,,,1
Olean,Arts/Humanities/Social Science,4966,ART,1590,Ceramics I,,4-Sep,14-Jun,HSNYOL OLE,....... TBD-TBD,LL,000,"O'Brien, Kellie",3,50,,50,,A,,,HS
Olean,Arts/Humanities/Social Science,4566,ART,1670,Photo I: Digital Photography,,4-Sep,14-Jun,HSNYOL B-BEL,....... TBD-TBD,LL,000,"Pettenati, Steven",3,50,,50,,A,,,HS
Olean,Arts/Humanities/Social Science,4584,ART,1670,Photo I: Digital Photography,,4-Sep,20-Jan,HSNYOL B-OLE,....... TBD-TBD,LL,000,"Christensen, Amber",3,50,,50,,A,,,HS1
Olean,Arts/Humanities/Social Science,4567,ART,1730,Graphic Design I,,4-Sep,14-Jun,HSNYOL B-BEL,....... TBD-TBD,LL,000,"Pettenati, Steven",3,50,,50,,A,,,HS
Olean,Arts/Humanities/Social Science,4585,ART,1730,Graphic Design I,,4-Sep,14-Jun,HSNYOL B-OLE,....... TBD-TBD,LL,000,"Christensen, Amber",3,50,,50,,A,,,HS
Olean,Arts/Humanities/Social Science,4592,CMM,1610,Public Speaking,,4-Sep,14-Jun,HSNYOL B-OLE,....... TBD-TBD,LE,000,"Chimbel, Bethanne",3,50,,50,,A,,,HS
Olean,Arts/Humanities/Social Science,4663,CMM,1610,Public Speaking,,4-Sep,20-Jan,HSNYOL ALL,....... TBD-TBD,LE,000,"Ayres, Jolene",3,50,,50,,A,,,HS1
Olean,Arts/Humanities/Social Science,4788,CMM,1610,Public Speaking,,4-Sep,14-Jun,HSNYOL FRA,....... TBD-TBD,LE,000,"Svec, Lauren",3,50,,50,,A,,,HS
Olean,Arts/Humanities/Social Science,4055,ENG,0410,Develop Reading Versatility,231,24-Aug,18-Dec,LLAC 317,..T.... 09:30 AM-10:45 AM,LE,004,"Funke, Renee",3,24,,24,,A,,,1
Olean,Arts/Humanities/Social Science,4080,ENG,1510,English Composition I,210,24-Aug,18-Dec,LLAC 225,..T.R.. 01:30 PM-02:45 PM,LE,000,"Yerpe, Dale",3,12,,12,,A,,,1
Olean,Arts/Humanities/Social Science,4081,ENG,1510,English Comp I (coreq 4079),210,24-Aug,18-Dec,LLAC 225,..T.R.. 01:30 PM-02:45 PM,LE,000,"Yerpe, Dale",3,12,,12,,A,,,1
Olean,Arts/Humanities/Social Science,4502,ENG,1510,English Composition I,,24-Aug,18-Dec,LLAC 225,.M.W... 09:30 AM-10:45 AM,LE,000,"Yerpe, Dale",3,24,,24,,A,,,1
Olean,Arts/Humanities/Social Science,4580,ENG,1510,English Composition I,,4-Sep,20-Jan,HSNYOL B-OLE,....... TBD-TBD,LE,002,"Giamanco, Melanie",3,50,,50,,A,,,HS1
Olean,Arts/Humanities/Social Science,4664,ENG,1510,English Composition I,,4-Sep,20-Jan,HSNYOL ALL,....... TBD-TBD,LE,000,"Ayres, Jolene",3,50,,50,,A,,,HS1
Olean,Arts/Humanities/Social Science,4682,ENG,1510,English Composition I,,4-Sep,20-Jan,HSNYOL BOL,....... TBD-TBD,LE,000,"Peterson, Nicole",3,50,,50,,A,,,HS1
Olean,Arts/Humanities/Social Science,4738,ENG,1510,English Composition I,,4-Sep,20-Jan,HSNYOL CUB,....... TBD-TBD,LE,000,"Snyder, Elaine",3,50,,50,,A,,,HS1
Olean,Arts/Humanities/Social Science,4770,ENG,1510,English Composition I,,4-Sep,20-Jan,HSNYOL ELL,....... TBD-TBD,LE,000,"Richardson, Holly",3,50,,50,,A,,,HS1
Olean,Arts/Humanities/Social Science,4771,ENG,1510,English Composition I,,4-Sep,14-Jun,HSNYOL ELL,....... TBD-TBD,LE,000,"Richardson, Holly",3,50,,50,,A,,,HS
Olean,Arts/Humanities/Social Science,4789,ENG,1510,English Composition I,,4-Sep,20-Jan,HSNYOL FRA,....... TBD-TBD,LE,000,"Svec, Lauren",3,50,,50,,A,,,HS1
Olean,Arts/Humanities/Social Science,4822,ENG,1510,English Composition I,,4-Sep,14-Jun,HSNYOL GOW,....... TBD-TBD,LE,000,"Izard, Zachary",3,50,,50,,A,,,HS
Olean,Arts/Humanities/Social Science,4828,ENG,1510,English Composition I,,4-Sep,20-Jan,HSNYOL HIN,....... TBD-TBD,LE,000,"Newman, Danielle",3,50,,50,,A,,,HS1
Olean,Arts/Humanities/Social Science,5007,ENG,1510,English Composition I,,4-Sep,20-Jan,HSNYOL CLV,....... TBD-TBD,LE,000,"McIntyre, Beth",3,50,,50,,A,,,HS1
Olean,Arts/Humanities/Social Science,5204,ENG,1510,English Composition I,,4-Sep,20-Jan,HSNYOL B-OLE,....... TBD-TBD,LE,002,"Wolcott, Joseph",3,50,,50,,A,,,HS1
Olean,Arts/Humanities/Social Science,5232,ENG,1510,English Composition I,,4-Sep,20-Jan,HSNYOL ALL,....... TBD-TBD,LE,000,"Ayres, Jolene",3,50,,50,,A,,,HS1
Olean,Arts/Humanities/Social Science,5406,ENG,1510,English Composition I,,4-Sep,20-Jan,HSNYOL SCI,....... TBD-TBD,ITV,001,"Peterson, Nicole",3,50,,50,,A,,,HS1
Olean,Arts/Humanities/Social Science,4089,ENG,1530,English Composition II,,24-Aug,18-Dec,LLAC 224,.M.W... 01:30 PM-02:45 PM,LE,000,"Colosimo, Mandy",3,24,,24,,A,,,1
Olean,Arts/Humanities/Social Science,4708,ENG,1530,English Composition II,,4-Sep,20-Jan,HSNYOL CLV,....... TBD-TBD,LE,000,"Moore, Kathryn",3,50,,50,,A,,,HS1
Olean,Arts/Humanities/Social Science,4790,ENG,1530,English Composition II,,4-Sep,20-Jan,HSNYOL FRA,....... TBD-TBD,LE,000,"Svec, Lauren",3,50,,50,,A,,,HS1
Olean,Arts/Humanities/Social Science,4823,ENG,1530,English Composition II,,4-Sep,20-Jan,HSNYOL GOW,....... TBD-TBD,LE,000,"Izard, Zachary",3,50,,50,,A,,,HS1
Olean,Arts/Humanities/Social Science,4904,ENG,1530,English Composition II,,4-Sep,20-Jan,HSNYOL SAL,....... TBD-TBD,LE,000,"Spitale, Paul",3,50,,50,,A,,,HS1
Olean,Arts/Humanities/Social Science,4970,ENG,1530,English Composition II,,4-Sep,20-Jan,HSNYOL OLE,....... TBD-TBD,LE,000,"Mathieson, Jennifer",3,50,,50,,A,,,HS1
Olean,Arts/Humanities/Social Science,4945,FRE,2520,Intermediate French II,,4-Sep,14-Jun,HSNYOL SPR,....... TBD-TBD,LE,000,"Brown, Valerie",3,50,,50,,A,,,HS
Olean,Arts/Humanities/Social Science,4973,HIS,1530,US History before 1865,,4-Sep,20-Jan,HSNYOL OLE,....... TBD-TBD,LE,000,"Perry, Matthew",3,50,,50,,A,,,HS1
Olean,Arts/Humanities/Social Science,5332,HIS,1540,US History Since 1865,88,24-Aug,18-Dec,TECH 211,.M.W... 01:30 PM-02:45 PM,ITV,000,"De Angelo, Donald",3,20,,20,,A,,,1
Olean,Arts/Humanities/Social Science,4099,MUS,1510,Music Appreciation,212,24-Aug,18-Dec,TECH 310,..T.R.. 01:30 PM-02:45 PM,ITV,000,"Johnson, Marci",3,40,,40,,A,,,1
Olean,Arts/Humanities/Social Science,4741,MUS,1510,Music Appreciation,,4-Sep,14-Jun,HSNYOL CUB,....... TBD-TBD,LE,000,"Tackentien, Megan",3,50,,50,,A,,,HS
Olean,Arts/Humanities/Social Science,5270,MUS,1510,Music Appreciation,,4-Sep,14-Jun,HSNYOL GOW,....... TBD-TBD,LE,000,"Smith, Robin",3,50,,50,,A,,,HS
Olean,Arts/Humanities/Social Science,4103,MUS,1570,Music Theory I,213,24-Aug,18-Dec,TECH 309,..T.R.. 08:00 AM-09:15 AM,ITV,000,"Flory, Neil",3,40,,40,,A,,,1
Olean,Arts/Humanities/Social Science,4742,MUS,1570,Music Theory I,,4-Sep,14-Jun,HSNYOL CUB,....... TBD-TBD,LE,000,"Emhof, Haley",3,50,,50,,A,,,HS
Olean,Arts/Humanities/Social Science,4827,MUS,1570,Music Theory I,,4-Sep,14-Jun,HSNYOL GOW,....... TBD-TBD,LE,000,"Smith, Robin",3,50,,50,,A,,,HS
Olean,Arts/Humanities/Social Science,5260,MUS,1570,Music Theory I,,4-Sep,14-Jun,HSNYOL ELL,....... TBD-TBD,LE,000,"Wilder, Crystal",3,50,,50,,A,,,HS
Olean,Arts/Humanities/Social Science,5276,MUS,1570,Music Theory I,,4-Sep,14-Jun,HSNYOL SAL,....... TBD-TBD,LE,000,"Bodnar III, Cyril",3,50,,50,,A,,,HS
Olean,Arts/Humanities/Social Science,5403,MUS,1570,Music Theory I,,4-Sep,14-Jun,HSNYOL PIO,....... TBD-TBD,LE,000,"Tomasulo, Victoria",3,50,,50,,A,,,HS
Olean,Arts/Humanities/Social Science,5124,MUS,1930,Aural Skills I,214,24-Aug,18-Dec,TECH 211,.M.W.F. 08:30 AM-09:20 AM,ITV,000,"Johnson, Marci",2,40,,40,,A,,,1
Olean,Arts/Humanities/Social Science,4010,POL,1510,American Politics,116,24-Aug,18-Dec,TECH 309,.M.W... 11:00 AM-12:15 PM,ITV,000,"De Angelo, Donald",3,20,,20,,A,,,1
Olean,Arts/Humanities/Social Science,4274,PSY,1510,General Psychology,,24-Aug,18-Dec,TECH 311,.M.W... 11:00 AM-11:50 AM,LE,004,"Lachappelle, Francis",3,32,,32,,A,,,1
Olean,Arts/Humanities/Social Science,4794,PSY,1510,General Psychology,,4-Sep,14-Jun,HSNYOL FRA,....... TBD-TBD,LE,002,"Harris, Matthew",3,50,,50,,A,,,HS
Olean,Arts/Humanities/Social Science,4952,PSY,1510,General Psychology,,4-Sep,20-Jan,HSNYOL WEL,....... TBD-TBD,LE,003,"Segrue, Nichole",3,50,,50,,A,,,HS1
Olean,Arts/Humanities/Social Science,4976,PSY,1510,General Psychology,,4-Sep,14-Jun,HSNYOL OLE,....... TBD-TBD,LE,000,"Filjones, Mary",3,50,,50,,A,,,HS
Olean,Arts/Humanities/Social Science,5203,PSY,1510,General Psychology,,4-Sep,20-Jan,HSNYOL B-OLE,....... TBD-TBD,LE,000,"Hlasnick, Andrea",3,50,,50,,A,,,HS1
Olean,Arts/Humanities/Social Science,4275,PSY,2530,Social Psychology,,24-Aug,18-Dec,TECH 209,.M.W... 01:30 PM-02:45 PM,LE,000,"Lachappelle, Francis",3,18,,18,,A,,,1
Olean,Arts/Humanities/Social Science,3885,SOC,1510,Intro to Sociology,,24-Aug,18-Dec,TECH 311,....R.. 09:30 AM-10:45 AM,LE,004,"Scott, Chelsie",3,26,,26,,A,,,1
Olean,Arts/Humanities/Social Science,5301,SOC,1510,Intro to Sociology,51,24-Aug,18-Dec,TECH 309,..T.R.. 03:00 PM-04:15 PM,ITV,000,"Scott, Chelsie",3,26,,26,,A,,,1
Olean,Arts/Humanities/Social Science,4482,SOC,2560,Criminology,155,24-Aug,18-Dec,TECH 309,..T.R.. 01:30 PM-02:45 PM,ITV,000,"Corapi, Frank",3,26,,26,,A,,,1
Olean,Arts/Humanities/Social Science,4669,SPA,2510,Intermediate Spanish I,,4-Sep,14-Jun,HSNYOL ALL,....... TBD-TBD,LE,000,"Charles, Suzanne",3,50,,50,,A,,,HS
Olean,Arts/Humanities/Social Science,4713,SPA,2510,Intermediate Spanish I,,4-Sep,14-Jun,HSNYOL CLV,....... TBD-TBD,LE,000,"Atkins, Kerri",3,50,,50,,A,,,HS
Olean,Arts/Humanities/Social Science,4977,SPA,2510,Intermediate Spanish I,,4-Sep,14-Jun,HSNYOL OLE,....... TBD-TBD,LE,000,"Kohler, Nadia",3,50,,50,,A,,,HS
Olean,Arts/Humanities/Social Science,5003,SPA,2510,Intermediate Spanish I,,4-Sep,14-Jun,HSNYOL ELL,....... TBD-TBD,LE,000,"Emborsky, Meghan",3,50,,50,,A,,,HS
Olean,Arts/Humanities/Social Science,4670,SPA,2520,Intermediate Spanish II,,4-Sep,14-Jun,HSNYOL ALL,....... TBD-TBD,LE,000,"Charles, Suzanne",3,50,,50,,A,,,HS
Olean,Arts/Humanities/Social Science,4714,SPA,2520,Intermediate Spanish II,,4-Sep,14-Jun,HSNYOL CLV,....... TBD-TBD,LE,000,"Atkins, Kerri",3,50,,50,,A,,,HS
Olean,Arts/Humanities/Social Science,5004,SPA,2520,Intermediate Spanish II,,4-Sep,14-Jun,HSNYOL ELL,....... TBD-TBD,LE,000,"Emborsky, Meghan",3,50,,50,,A,,,HS
Olean,Continuing Education,5431,CEJR,7485,Grade C,,13-Oct,15-Oct,CMTI 203,..TWR.. 08:00 AM-04:00 PM,CEC,000,STAFF,,20,,20,,A,,,E
Olean,Health Sciences,3821,CERN,1510,NUR 1510 Review Session,,24-Aug,18-Dec,LLAC 308,.M..... 08:00 AM-09:50 AM,TU,000,"Williams, Laura",,75,,75,,A,,,1
Olean,Health Sciences,4570,HCR,1200,Intro to Healthcare Studies,,4-Sep,20-Jan,HSNYOL B-BEL,....... TBD-TBD,LE,000,"Hlasnick, Andrea",3,50,,50,,A,,,HS1
Olean,Health Sciences,4574,HCR,1200,Intro to Healthcare Studies,,4-Sep,14-Jun,HSNYOL B-BEL,....... TBD-TBD,LE,000,"Karn, Emily",3,50,,50,,A,,,HS
Olean,Health Sciences,4589,HCR,1200,Intro to Healthcare Studies,,4-Sep,20-Jan,HSNYOL B-OLE,....... TBD-TBD,LE,000,"Militello, Jennifer",3,50,,50,,A,,,HS1
Olean,Health Sciences,4594,HCR,1200,Intro to Healthcare Studies,,4-Sep,20-Jan,HSNYOL B-OLE,....... TBD-TBD,LE,000,"Crowley, Krista",3,50,,50,,A,,,HS1
Olean,Health Sciences,4569,HCR,1210,Introduction to Disease,,4-Sep,14-Jun,HSNYOL B-BEL,....... TBD-TBD,LE,000,"Hlasnick, Andrea",1,50,,50,,A,,,HS
Olean,Health Sciences,4575,HCR,1210,Introduction to Disease,,4-Sep,14-Jun,HSNYOL B-BEL,....... TBD-TBD,LE,000,"Karn, Emily",1,50,,50,,A,,,HS
Olean,Health Sciences,4590,HCR,1210,Introduction to Disease,,4-Sep,14-Jun,HSNYOL B-OLE,....... TBD-TBD,LE,000,"Militello, Jennifer",1,50,,50,,A,,,HS
Olean,Health Sciences,4595,HCR,1210,Introduction to Disease,,4-Sep,20-Jan,HSNYOL B-OLE,....... TBD-TBD,LE,000,"Crowley, Krista",1,50,,50,,A,,,HS1
Olean,Health Sciences,3823,NUR,1510,Foundations of Nursing - LAB,,24-Aug,18-Dec,AHSC 104,..T.R.. 07:00 AM-01:00 PM,LA,000,"Williams, Laura",,35,,35,,A,,,1
Olean,Health Sciences,3824,NUR,1510,Foundations of Nursing - LAB,,24-Aug,18-Dec,AHSC 104,...W.F. 07:00 AM-01:00 PM,LA,000,"Williams, Laura",,34,,34,,A,,,1
Olean,Health Sciences,5433,NUR,1510,Foundations of Nursing,,24-Aug,18-Dec,LLAC 308,.M..... 10:00 AM-12:05 PM,LR,000,"Williams, Laura",7,70,,70,,A,,,1
Olean,Health Sciences,5433,NUR,1510,Foundations of Nursing,,24-Aug,18-Dec,LLAC 308,.M..... 01:15 PM-03:20 PM,LR,000,"Williams, Laura",7,70,,70,,A,,,1
Olean,Health Sciences,3825,NUR,2350,Pharmacology For Nurses I,,24-Aug,18-Dec,AHSC 107,..T.... 01:30 PM-02:45 PM,LE,000,"Visbisky, Jennifer",1.5,60,,60,,A,,,1
